Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,2009,NOVEMBER/DECEMBER,SOUTH CAROLINA,RED SNAPPER,738,111.3
FINAL,2010,JANUARY/FEBRUARY,FLORIDA,RED SNAPPER,0,.
FINAL,2010,MARCH/APRIL,FLORIDA,RED SNAPPER,0,.
FINAL,2010,MARCH/APRIL,NORTH CAROLINA,RED SNAPPER,0,.
FINAL,2010,MARCH/APRIL,SOUTH CAROLINA,RED SNAPPER,0,.
FINAL,2010,MAY/JUNE,FLORIDA,RED SNAPPER,0,.
FINAL,2010,MAY/JUNE,GEORGIA,RED SNAPPER,0,.
FINAL,2010,MAY/JUNE,NORTH CAROLINA,RED SNAPPER,0,.
FINAL,2010,MAY/JUNE,SOUTH CAROLINA,RED SNAPPER,0,.
FINAL,2010,JULY/AUGUST,FLORIDA,RED SNAPPER,0,.
FINAL,2010,JULY/AUGUST,GEORGIA,RED SNAPPER,0,.
FINAL,2010,JULY/AUGUST,NORTH CAROLINA,RED SNAPPER,0,.
FINAL,2010,JULY/AUGUST,SOUTH CAROLINA,RED SNAPPER,58,111.4
FINAL,2010,SEPTEMBER/OCTOBER,FLORIDA,RED SNAPPER,0,.
FINAL,2010,SEPTEMBER/OCTOBER,NORTH CAROLINA,RED SNAPPER,0,.
FINAL,2010,SEPTEMBER/OCTOBER,SOUTH CAROLINA,RED SNAPPER,0,.
